regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Limmen Oost,Castricum,BU03830721,2150.0,372.0,13.0,2683.0864197530864,1131.0448788950152,42.7,37.2,26.9,9.876543209876544,1906.0,1,761.0,530.0,505.0,519,530,69.46,2.77,2.12
Coevorden-Centrum,Coevorden,BU01091000,2260.0,4109.0,44.0,1956.41975308642,758.8459312664053,31.8,30.6,5.800000000000001,19.50617283950617,7741.0,1,1252.0,191.0,197.0,206,216,52.71,4.57,4.85
Lootuinen,Coevorden,BU01091001,1345.0,1952.0,48.0,2471.7283950617284,971.7283950617284,29.6,24.000000000000004,9.199999999999998,9.38271604938272,7741.0,2,1080.0,211.0,224.0,234,239,69.7,4.46,2.14
Poppenhare,Coevorden,BU01091002,1230.0,3378.0,63.0,2123.58024691358,750.9904604217888,25.1,17.8,4.5,19.753086419753085,7741.0,2,1080.0,157.0,163.0,171,179,71.58,4.91,4.68
Binnenvree Buitenvree Pikveld,Coevorden,BU01091003,3045.0,3065.0,22.0,2451.4814814814813,919.1184280679054,29.9,26.000000000000007,8.6,19.135802469135804,7742.0,1,1129.0,208.0,220.0,226,238,57.14,2.73,5.31
De Heege,Coevorden,BU01091004,2150.0,3106.0,33.0,2643.827160493828,1112.443265110992,33.70000000000001,29.8,17.8,9.25925925925926,7742.0,1,915.0,273.0,283.0,294,302,61.71,3.89,2.72
Klooster,Coevorden,BU01091006,175.0,196.0,2.0,3798.181571485914,1751.622343797776,35.1,31.03940232715409,17.8,0.0,7741.0,1,113.0,461.0,489.0,506,525,26.03,3.48,3.75
Ballast,Coevorden,BU01091007,1640.0,2657.0,10.0,2679.382716049383,1114.345505298506,33.8,28.500000000000007,14.6,19.50617283950617,7741.0,1,629.0,240.0,252.0,268,279,60.51,6.35,4.1
De Loo,Coevorden,BU01091008,1240.0,2438.0,44.0,2511.604938271605,1029.6896114099784,28.20000000000001,20.5,10.7,9.629629629629632,7741.0,1,769.0,227.0,237.0,243,255,62.33,2.53,4.94
Hare,Coevorden,BU01091011,120.0,173.0,0.0,3509.128505434473,1646.1717737032996,28.20000000000001,29.399999999999995,10.7,0.0,7741.0,1,410.0,374.0,397.0,407,418,49.25,2.52,2.7
Klinkenvlier,Coevorden,BU01091014,145.0,329.0,0.0,4716.79012345679,2081.590374469714,41.03889473573796,36.05863748751426,10.7,0.0,7742.0,1,245.0,608.0,620.0,630,660,50.49,1.61,4.76
Ossehaar,Coevorden,BU01091015,1080.0,1853.0,0.0,3529.417743736287,1142.491276051776,37.19999999999999,27.200000000000003,41.39999999999999,9.876543209876544,7742.0,1,536.0,355.6767496356462,388.4311916222252,407,427,68.88,4.78,4.91
Steenwijksmoer,Coevorden,BU01091116,595.0,514.0,11.0,2991.9753086419755,1268.0729880544518,31.000000000000004,28.000000000000004,19.014895555219507,-0.2469135802469146,7741.0,1,78.0,283.0,295.0,312,327,50.51,5.76,4.81
Verspreide huizen Steenwijksmoer,Coevorden,BU01091117,320.0,37.0,0.0,3704.31475061559,1565.3870743706573,35.9,32.20000000000001,27.04370507862745,-0.1234567901234555,7741.0,1,49.0,397.0,417.0,437,456,56.77,4.8,4.35
Nieuwe Krim,Coevorden,BU01091218,180.0,389.0,0.0,3743.2098765432097,1600.1522353076346,41.39999999999998,33.2,26.661193384903903,-13.43789483244124,7741.0,1,44.0,327.0,348.0,361,377,51.3,3.74,4.43
Verspreide huizen Vlieghuis en Padhuis,Coevorden,BU01091421,110.0,17.0,0.0,3712.428681782091,1758.257125141674,41.39999999999998,35.267005134589624,23.694976421892463,0.0,7742.0,1,12.0,418.0,424.0,443,456,62.45,4.48,2.93
Dalen,Coevorden,BU01092022,3225.0,1255.0,16.0,2871.7283950617284,1259.549278905469,41.99999999999999,36.0,22.5,19.382716049382715,7751.0,1,409.0,330.0,333.0,342,355,51.36,2.7,3.8
Verspreide huizen Dalen,Coevorden,BU01092023,400.0,21.0,0.0,3938.8888888888887,1477.530864197531,53.7,42.20000000000001,42.27806712993383,-9.052830061061524,7751.0,1,180.0,418.0,429.0,450,476,37.5,4.9,5.78
Wachtum,Coevorden,BU01092024,260.0,316.0,3.0,3272.1848090740573,1462.6429333357494,38.99999999999999,30.6,23.528096316694803,-14.725620968138896,7754.0,1,40.0,386.0,404.0,423,446,45.32,4.7,5.44
Verspreide huizen Wachtum,Coevorden,BU01092025,115.0,10.0,0.0,4206.714451830091,1499.5504049471158,38.99999999999999,30.693107455488114,34.33111259163596,0.0,7754.0,2,14.0,442.0,445.0,452,457,30.5,1.57,1.11
Dalerpeel,Coevorden,BU01092026,575.0,537.0,26.0,2782.4691358024693,1135.0100702362015,31.6,26.2,13.727268670522022,-0.3703703703703702,7753.0,1,77.0,253.0,265.0,277,286,66.67,4.53,3.25
Verspreide huizen Dalerpeel,Coevorden,BU01092027,245.0,18.0,0.0,3833.0864197530864,1495.1576723969206,30.132044598433623,25.7,18.97396075003469,-14.332725552506949,7751.0,4,26.0,456.0,459.0,466,470,70.0,1.53,0.86
Dalerveen,Coevorden,BU01092028,305.0,386.0,1.0,3507.901234567901,1560.1355492003495,45.100000000000016,36.29999999999999,30.62600944182321,-11.76666191357594,7755.0,1,35.0,388.0,390.0,410,428,49.43,5.13,4.39
Stieltjeskanaal,Coevorden,BU01092030,160.0,120.0,1.0,3542.9913034822243,1599.130549994044,40.00559725153803,33.93721231400332,25.950603159139263,-13.84565709457041,7756.0,1,14.0,408.0,425.0,442,454,57.99,4.0,2.71
Oosterhesselen,Coevorden,BU01093032,1765.0,1067.0,18.0,2803.9506172839506,1180.0928066448594,34.30000000000001,30.300000000000008,19.5,19.62962962962963,7861.0,1,247.0,313.0,325.0,336,348,56.25,3.38,3.57
Verspreide huizen Oosterhesselen,Coevorden,BU01093033,130.0,10.0,0.0,3721.614303322272,1434.9453389546543,35.756945044867386,30.893931045530422,19.5,0.0,7861.0,1,48.0,423.0,433.0,446,460,67.18,3.0,3.14
Gees,Coevorden,BU01093034,540.0,619.0,12.0,3254.385116067196,1481.0821519812284,37.23883756258272,32.26394966352424,22.76695476697101,-10.04538912859184,7863.0,1,93.0,371.0,384.0,401,423,51.78,4.43,5.49
Zwinderen,Coevorden,BU01093036,250.0,297.0,0.0,3705.588263243992,1640.4960104589222,38.27773721936755,33.040266138566714,27.065224874034943,0.0,7864.0,1,35.0,369.0,388.0,406,426,55.2,4.64,4.93
Verspreide huizen Zwinderen,Coevorden,BU01093037,145.0,11.0,0.0,3995.2099139149072,1553.078680548829,37.62523297653188,30.36205806592237,31.160988706867435,0.0,7864.0,1,17.0,407.0,424.0,435,446,29.66,2.59,2.53
Geesbrug,Coevorden,BU01093038,685.0,1365.0,20.0,2869.259259259259,1170.1048864889426,31.1,25.0,13.36869180471333,19.753086419753085,7917.0,1,117.0,250.0,263.0,275,286,55.62,4.56,4.0
Verspreide huizen Geesbrug,Coevorden,BU01093039,639.9999999999999,35.0,0.0,3712.234268667241,1675.005174612474,40.30000000000001,33.30000000000001,28.60248252227108,-4.779187153753256,7917.0,1,48.0,370.0,383.0,401,423,36.3,4.7,5.49
Sleen,Coevorden,BU01094040,2215.0,1081.0,24.0,2693.2098765432097,1240.2663834090176,36.89999999999999,31.40000000000001,19.8,9.38271604938272,7841.0,1,305.0,311.0,325.0,337,348,58.54,3.69,3.26
Noord-Sleen,Coevorden,BU01094043,495.0,544.0,1.0,3473.244262325434,1534.289796409298,42.80000000000001,32.39999999999999,37.50000000000001,-13.15723585519557,7846.0,1,56.0,410.0,435.0,459,477,60.52,5.52,3.92
't Haantje,Coevorden,BU01094044,210.0,384.0,11.0,3374.9862468336537,1503.242525796382,43.029798550536896,36.45371547047893,37.50000000000001,-12.010548154636629,7847.0,1,29.0,382.0,398.0,414,433,56.69,4.02,4.59
Verspreide huizen Noord-Sleen,Coevorden,BU01094046,110.0,10.0,0.0,3985.397563265448,1593.8529298009605,41.89707793255222,33.723300354444795,37.50000000000001,0.0,7846.0,1,23.0,489.0,499.0,522,539,94.92,4.61,3.26
Schoonoord,Coevorden,BU01094047,2025.0,1200.9999999999998,40.0,2583.0864197530864,1173.8339407645049,32.20000000000001,27.300000000000004,12.3,19.50617283950617,7848.0,1,296.9999999999999,261.0,272.0,281,291,51.96,3.31,3.56
De Kiel,Coevorden,BU01094048,260.0,652.0,12.0,2721.111111111112,1297.2062882570126,31.438643326404744,27.500000000000004,15.906461505022031,-10.354232921016727,7849.0,3,111.0,296.0,313.0,325,336,39.73,3.83,3.38
Verspreide huizen De Kiel,Coevorden,BU01094049,110.0,30.0,0.0,3450.34205793713,1635.1369430143482,38.256041171965286,33.83587149970906,22.679667788378108,-15.4173937860965,7849.0,1,49.0,384.0,394.0,409,426,58.23,3.81,4.16
Verspreide huizen Schoonoord,Coevorden,BU01094051,120.0,12.0,0.0,3541.485123566122,1680.7101244573312,37.978706121654064,33.42947730473295,23.916418878418785,-13.240685936551234,7848.0,2,48.0,398.0,398.0,413,431,-9.75,3.77,4.36
Erm,Coevorden,BU01094053,385.0,456.0,0.0,4110.096850633399,1946.5941334224087,53.8,48.5,25.800000000000004,-13.6622208447659,7843.0,1,90.0,375.0,393.0,418,445,38.38,6.36,6.46
Holsloot,Coevorden,BU01094055,125.0,164.0,0.0,4348.909970867452,1772.6542733261206,53.8,40.62056612214313,25.800000000000004,0.0,7845.0,1,20.0,408.0,419.0,435,458,65.61,3.82,5.29
Verspreide huizen Elm,Coevorden,BU01094057,360.0,37.0,0.0,3361.076226987812,1134.8806720180678,32.400000000000006,27.800000000000008,7.300000000000001,10.0,7843.0,1,122.0,234.0,233.0,243,253,140.21,4.29,4.12
Zweeloo,Coevorden,BU01095058,320.0,499.0,3.0,3170.4938271604938,1537.5839115143635,38.97112881735863,34.599999999999994,22.45955371135953,-9.235931087200369,7851.0,1,180.0,368.0,387.0,405,424,47.71,4.65,4.69
Aalden,Coevorden,BU01095059,1575.0,1460.0,21.0,2614.074074074074,1224.3673880454896,34.5,29.800000000000008,18.2,7.04749199051146,7854.0,1,305.0,283.0,297.0,311,322,53.89,4.71,3.54
Verspreide huizen Zweeloo,Coevorden,BU01095060,355.0,21.0,0.0,3500.0,1486.875,34.5,29.800000000000008,18.2,0.0,7854.0,1,191.0,624.0,638.0,642,645,18.37,0.63,0.47
Meppen,Coevorden,BU01095061,330.0,549.0,0.0,3402.098765432099,1575.906166607645,40.99999999999999,33.60000000000001,25.763328137342427,-12.49028588816859,7855.0,1,77.0,419.0,436.0,458,474,55.71,5.05,3.49
Wezup,Coevorden,BU01095063,195.0,288.0,0.0,3269.462498819037,1498.3950617283951,43.99999999999999,33.100000000000016,25.34100326684469,-14.689060016688329,7852.0,1,24.0,448.0,471.0,483,500,41.87,2.55,3.52
Wezuperbrug,Coevorden,BU01095064,165.0,207.0,4.0,3272.064977015146,1681.7730397674786,62.350867057796194,54.4,35.2169405944559,-11.18283819576499,7853.0,1,39.0,357.0,372.0,388,404,49.4,4.3,4.12
Benneveld,Coevorden,BU01095065,145.0,443.0,0.0,3599.0209100414813,1602.5603151858022,55.2072549554591,47.30000000000001,35.0017800668392,0.0,7856.0,1,21.0,427.0,444.0,459,474,61.5,3.38,3.27
Budel,Cranendonck,BU17060000,7920.0,2638.0,21.0,2700.864197530864,1244.174760270076,38.30000000000001,33.4,18.3,48.14814814814815,6021.0,1,958.0,321.0,335.0,344,352,50.9,2.69,2.33
"Heikant, Meemortel, Bosch",Cranendonck,BU17060001,420.0,215.0,0.0,3898.840421109576,1585.7385327545744,36.399999999999984,27.8,33.5039384176531,-13.399031625182932,6021.0,1,367.0,496.0,518.0,529,536,49.28,2.12,1.32
Keunenhoek Broekkant Schoordijk,Cranendonck,BU17060002,410.0,188.0,0.0,4057.053731106688,1695.3960559247191,43.1,36.4,39.43265465982861,-0.1234567901234555,6021.0,1,240.0,464.0,486.0,501,526,46.39,3.09,4.99
Verspreide huizen Berg en Toom,Cranendonck,BU17060008,355.0,84.0,0.0,4190.740740740741,1852.236158973178,52.2,45.2,35.69999999999999,-12.501595044922125,6021.0,1,324.0,511.0,536.0,553,576,54.02,3.17,4.16
Verspreide huizen in het Oosten,Cranendonck,BU17060009,415.0,28.0,0.0,3917.654320987656,1705.9000996925713,56.41727202188733,47.50000000000001,35.69999999999999,0.0,6021.0,1,44.0,538.0,574.0,584,598,50.09,1.74,2.4
Budel-Schoot,Cranendonck,BU17060100,1915.0,2546.0,26.0,2872.345679012345,1167.581271235707,30.90000000000001,26.9,16.4,19.50617283950617,6023.0,1,392.0,296.0,307.0,317,323,51.98,3.26,1.89
Klein-Schoot,Cranendonck,BU17060101,115.0,53.0,0.0,3727.885079989904,1622.826633629042,30.90000000000001,28.585644955335887,16.4,0.0,6023.0,1,293.0,464.0,483.0,493,500,127.83,2.07,1.42
Verspreide huizen in het Westen,Cranendonck,BU17060109,115.0,120.0,0.0,3248.942283816229,1481.586250197094,30.90000000000001,34.900000000000006,16.4,0.0,6023.0,1,349.0,433.0,456.0,464,473,88.43,1.75,1.94
Budel-Dorplein,Cranendonck,BU17060200,1400.0,1180.9999999999998,12.0,3230.617283950617,1401.2390623162228,35.39999999999998,30.500000000000007,22.15248015106421,9.506172839506172,6024.0,1,201.0,323.0,340.0,354,366,61.14,4.12,3.39
Maarheeze,Cranendonck,BU17060300,4635.0,2504.0,17.0,2930.617283950617,1240.579708243621,40.69999999999999,34.400000000000006,24.541296431133755,18.64197530864197,6026.0,1,616.0,340.0,361.0,374,385,57.64,3.6,2.94
Kamersven,Cranendonck,BU17060301,200.0,204.0,0.0,4671.111111111111,2156.32769770555,53.372486882856585,45.81829798553247,34.016388494631435,0.0,6026.0,1,74.0,720.0,753.0,798,830,39.19,5.98,4.01
Verspreide huizen Hugten,Cranendonck,BU17060308,205.0,17.0,0.0,4304.706295894488,1988.6169417530089,47.975786719167694,40.56833466163369,33.728607879538266,-11.487744957582688,6026.0,1,207.0,616.0,663.0,684,682,40.76,3.17,-0.29
Verspreide huizen Maarheeze,Cranendonck,BU17060309,130.0,31.0,0.0,4273.703703703704,1768.8260948934503,39.8200529359616,33.02533409092915,31.362011499407625,0.0,6026.0,1,197.0,472.0,494.0,508,522,-3.76,2.83,2.76
Soerendonk,Cranendonck,BU17060400,1750.0,535.0,9.0,3399.6296296296296,1406.4714168873936,40.1,33.29999999999999,30.46235619365462,9.629629629629632,6027.0,1,227.9999999999999,413.0,439.0,453,464,55.12,3.19,2.43
Gastel,Cranendonck,BU17060500,735.0,362.0,2.0,3601.4814814814813,1642.5531703243792,41.3,33.400000000000006,25.90514004332946,-3.553913105901749,6028.0,1,112.0,453.0,478.0,494,519,58.8,3.35,5.06
Damwâld,Dantumadiel,BU18910000,5605.000000000001,870.0,30.0,2534.845938495616,1144.0940866575893,34.10000000000001,27.3,14.1,38.14814814814815,9104.0,1,579.0,294.0,306.0,321,334,85.45,4.9,4.05
Broeksterwâld,Dantumadiel,BU18910001,1110.0,674.0,22.0,3061.411366145037,1314.8193644961182,30.79999999999999,25.90000000000001,21.099999999999994,9.753086419753089,9108.0,1,179.0,296.0,320.0,336,353,88.24,5.0,5.06
De Falom,Dantumadiel,BU18910002,240.0,66.0,0.0,3867.91405437899,1637.5195333794857,33.400000000000006,28.4,21.099999999999994,-11.44844836252086,9109.0,1,66.0,404.0,435.0,460,477,104.23,5.75,3.7
Verspreide huizen Broeksterwâld,Dantumadiel,BU18910009,110.0,22.0,0.0,4090.810369089694,1859.9665740187008,33.400000000000006,28.8,21.099999999999994,-10.616673533185992,9108.0,1,95.0,474.0,496.0,524,552,181.82,5.65,5.34
Driezum,Dantumadiel,BU18910100,805.0,1048.0,11.0,3387.6398820874138,1399.4362471590428,28.90000000000001,23.300000000000008,18.000695815244576,-0.2469135802469146,9114.0,1,126.0,318.0,332.0,346,365,97.62,4.22,5.49
Wâlterswâld,Dantumadiel,BU18910101,915.0,306.0,19.0,3510.76613126886,1443.9287472399749,33.0,27.3,20.62899620782644,-0.2469135802469146,9113.0,1,140.0,341.0,369.0,387,413,97.33,4.88,6.72
Verspreide huizen Driezum,Dantumadiel,BU18910108,140.0,19.0,0.0,3800.548607034061,1629.7618417620477,39.4,29.800000000000008,23.221615025088063,-12.972054356765614,9114.0,1,24.0,418.0,435.0,464,487,130.16,6.67,4.96
De Westereen,Dantumadiel,BU18910200,5110.0,1326.0000000000002,45.0,2314.6913580246915,1126.6031202153792,32.60000000000001,26.500000000000004,11.000000000000002,38.39506172839506,9271.0,1,631.0,252.0,276.0,289,306,75.8,4.71,5.88
Feanwâlden,Dantumadiel,BU18910201,3510.0,1257.0,36.0,2234.938271604938,1087.38760639969,35.599999999999994,29.3,16.0,19.012345679012345,9269.0,1,429.0,286.0,294.0,315,331,72.94,7.14,5.08
Readtsjerk,Dantumadiel,BU18910202,190.0,27.0,0.0,3387.6562684323726,1711.108888423115,36.74894468365586,32.162067741402694,16.0,-14.15830883613965,9067.0,1,64.0,436.0,454.0,480,505,71.97,5.73,5.21
Rinsumageast,Dantumadiel,BU18910300,945.0,617.0,19.0,3076.950940698536,1319.18923072708,31.6,24.800000000000004,17.276964391743505,9.753086419753089,9105.0,1,126.0,280.0,295.0,316,332,87.9,7.12,5.06
Verspreide huizen Rinsumageast,Dantumadiel,BU18910309,150.0,11.0,0.0,3836.7497590250746,1699.8372475243148,43.7,36.1,29.46090442082972,0.0,9105.0,1,34.0,431.0,467.0,488,512,61.03,4.5,4.92
Zuidwolde kern,De Wolden,BU16900000,5360.0,2045.0,26.0,2471.111111111112,1147.068691653738,38.20000000000001,31.7,21.2,28.51851851851852,7921.0,1,655.0,331.0,348.0,364,380,53.3,4.6,4.4
Verspreide huizen Zuidwolde,De Wolden,BU16900009,1005.0,50.0,0.0,3366.7933402452045,1328.148148148148,43.1434773967967,37.000000000000014,28.95681558802356,-4.264520540387213,7921.0,1,229.0,465.0,496.0,517,538,25.25,4.23,4.06
Alteveer,De Wolden,BU16900100,520.0,1254.0,5.0,2972.345679012345,1306.997243834889,32.6,26.7,18.918660494154445,-0.2469135802469146,7927.0,1,98.0,323.0,336.0,352,365,52.73,4.76,3.69
Verspreide huizen Alteveer,De Wolden,BU16900109,275.0,52.0,0.0,3738.8888888888887,1389.7074681738904,33.999999999999986,29.271331295304943,26.808331840960857,-10.112980253866926,7927.0,3,59.0,493.0,514.0,537,552,78.47,4.47,2.79
Kerkenveld,De Wolden,BU16900200,595.0,1120.0,5.0,3179.394349820703,1354.4972716710777,37.9,30.1,23.700000000000003,-1.8506119051096024,7926.0,1,103.0,310.0,331.0,345,360,51.14,4.23,4.35
Verspreide huizen Kerkenveld,De Wolden,BU16900209,315.0,32.0,0.0,3506.0493827160494,1461.0625490734596,33.7,29.9,26.76913913568675,-11.576461587179072,7926.0,1,49.0,477.0,495.0,519,535,60.71,4.85,3.08
Drogteropslagen,De Wolden,BU16900300,320.0,466.0,1.0,3683.0864197530864,1569.4303622455022,45.09999999999998,33.89999999999999,26.437026617868195,-6.6548440885649605,7705.0,1,42.0,386.0,403.0,424,445,57.42,5.21,4.95
Verspreide huizen Drogteropslagen,De Wolden,BU16900309,240.0,28.0,0.0,3982.098765432099,1766.092065736932,51.98816913801591,42.7,38.37853106447215,-11.73354426255607,7925.0,3,21.0,530.0,546.0,567,594,60.12,3.85,4.76
Linde,De Wolden,BU16900400,120.0,714.0,12.0,3131.5950004375964,1263.2253242401384,42.42300961802383,34.455179843771525,31.670189507651003,0.0,7925.0,1,26.0,336.0,349.0,359,370,80.83,2.87,3.06
Verspreide huizen Linde,De Wolden,BU16900409,475.0,31.0,1.0,3856.6666666666665,1713.8658585147768,47.59999999999998,40.7,35.62609206062241,-11.455115859334246,7925.0,5,26.0,547.0,564.0,582,608,57.1,3.19,4.47
Fort,De Wolden,BU16900500,220.0,707.0,0.0,3010.6837963160115,1122.620318928056,48.1,41.0,28.33808539301356,-8.695281954515568,7924.0,2,45.0,370.0,385.0,406,430,30.51,5.45,5.91
Verspreide huizen Fort,De Wolden,BU16900509,445.0,27.0,0.0,4069.760264671712,1657.4096305296357,42.89999999999999,34.20000000000001,33.19443049946753,-7.222607298495657,7921.0,5,22.0,567.0,587.0,602,613,54.07,2.56,1.83
Veeningen,De Wolden,BU16900600,340.0,1840.0,13.0,2687.6543209876545,951.4814814814816,34.1,26.2,22.348633147723795,-10.440077687609271,7924.0,1,63.0,304.0,320.0,339,362,57.64,5.94,6.78
Verspreide huizen Veeningen,De Wolden,BU16900609,385.0,48.0,0.0,4092.267670841496,1762.0143710787495,44.061151195020926,36.22650893321065,34.296392674382815,-11.49173453113875,7924.0,1,40.0,527.0,555.0,582,612,57.67,4.86,5.15
Echten,De Wolden,BU16900700,205.0,345.0,16.0,3150.87499527136,1390.757831053235,43.10000000000001,40.49999999999999,26.2743435761463,-10.123741251143104,7932.0,1,41.0,356.0,375.0,396,415,56.25,5.6,4.8
Verspreide huizen Echten,De Wolden,BU16900709,180.0,14.0,0.0,3972.3456790123455,1742.8812754555008,44.39999999999999,43.1,32.27687727055145,0.0,7932.0,1,52.0,469.0,485.0,502,526,60.6,3.51,4.78
Ruinen,De Wolden,BU16900800,2695.0,1549.0,27.0,2533.0864197530864,1160.2433997827002,34.300000000000004,30.7,16.3,9.38271604938272,7963.0,1,414.0,330.0,342.0,356,375,54.05,4.09,5.34
Verspreide huizen Ruinen,De Wolden,BU16900809,665.0,20.0,0.0,3881.234567901234,1829.7328439470136,39.0,34.2,31.91668456994048,-9.775371958219846,7963.0,1,49.0,598.0,612.0,632,646,57.33,3.27,2.22
Ansen,De Wolden,BU16901000,275.0,299.0,10.0,3213.456790123457,1360.7317991906214,44.96146614862742,38.18163077365405,32.111190069104936,-12.04380081446342,7964.0,1,49.0,446.0,465.0,482,502,35.17,3.66,4.15
Ruinerwold,De Wolden,BU16901100,2510.0,1301.0,24.0,2680.617283950617,1104.192140920738,34.8,30.1,19.6,19.50617283950617,7961.0,1,356.0,330.0,347.0,364,380,59.17,4.9,4.4
Oosteinde,De Wolden,BU16901102,300.0,1307.0,4.0,3261.919061487817,1375.3551847838787,34.500000000000014,31.4,24.110282468482897,-10.227231863503608,7961.0,1,70.0,389.0,406.0,427,448,54.96,5.17,4.92
Berghuizen,De Wolden,BU16901103,145.0,424.0,3.0,3504.2447177283893,1510.1646067137365,33.1,29.1,23.468135772309505,-9.91692288909842,7961.0,1,34.0,343.0,353.0,372,392,50.85,5.38,5.38
Oosteinde-Buiten,De Wolden,BU16901105,540.0,170.0,0.0,3982.35536655877,1574.1012436925016,28.3,24.800000000000008,24.71533358167998,-9.713836589641478,7961.0,1,48.0,491.0,513.0,531,543,56.4,3.51,2.26
Ruinerwold-Buiten,De Wolden,BU16901109,280.0,10.0,0.0,3935.185185185185,1435.8024691358023,40.29999999999999,33.29999999999999,34.28767275631203,-9.267882663815929,7961.0,1,82.0,508.0,526.0,543,560,68.59,3.23,3.13
Koekange,De Wolden,BU16901200,1135.0,1490.0,25.0,2641.358024691358,1143.289265051126,34.2,27.599999999999994,17.6,9.753086419753089,7958.0,1,200.0,309.0,327.0,340,357,54.98,3.98,5.0
Koekange Noord,De Wolden,BU16901201,300.0,491.0,1.0,3545.211666923388,1469.7141476724598,37.59999999999998,29.0,28.941678859338143,-0.1234567901234555,7958.0,1,126.0,439.0,456.0,477,501,65.22,4.61,5.03
Koekange Zuid,De Wolden,BU16901202,175.0,225.0,0.0,3323.063114061002,1251.2284572701014,46.50000000000001,37.9,23.105900683227496,-3.4844087762622244,7958.0,1,52.0,487.0,512.0,537,556,55.62,4.88,3.54
Koekangerveld,De Wolden,BU16901203,150.0,361.0,15.0,3109.567104531354,1377.7011828792656,30.3,28.000000000000007,14.705123078760993,-10.970921639832644,7958.0,1,29.0,376.0,395.0,411,429,50.19,4.05,4.38
Verspreide huizen Koekange,De Wolden,BU16901209,810.0,35.0,0.0,3761.8687878740006,1756.990261054857,41.900000000000006,35.70000000000001,25.9,-7.175791598964803,7958.0,1,51.0,507.0,526.0,549,577,58.43,4.37,5.1
De Wijk,De Wolden,BU16901300,2655.0,1856.0,26.0,2519.8765432098767,1052.716049382716,37.899999999999984,33.5,20.4,19.50617283950617,7957.0,1,413.0,338.0,358.0,373,391,59.11,4.19,4.83
Verspreide huizen De Wijk,De Wolden,BU16901309,330.0,36.0,0.0,4092.181584826242,1549.915769939905,34.899999999999984,37.39999999999998,37.47990179421644,3.506455009716888,7957.0,1,78.0,515.0,536.0,553,574,52.71,3.17,3.8
Centrum-Noord,Delft,BU05031101,1035.0,6640.0,57.0,2272.962962962963,301.75298105328125,43.900000000000006,37.39999999999999,23.77615356453241,-4.998974224239156,2611.0,1,3373.0,444.0,454.0,457,464,70.04,0.66,1.53
Centrum-Oost,Delft,BU05031103,2295.0,12354.0,17.0,2071.440439015312,929.0795951051198,49.70000000000001,44.500000000000014,21.2,10.892525534047907,2611.0,1,4377.0,448.0,458.0,463,473,77.52,1.09,2.16
Centrum,Delft,BU05031104,2680.0,14553.0,27.0,2272.619551522254,690.9091197411311,36.3,32.0,8.0,35.62480084729769,2611.0,1,5279.0,386.0,389.0,401,417,69.13,3.08,3.99
Centrum-Zuidwest,Delft,BU05031106,1555.0,14001.0,11.0,1999.543677719245,725.4320987654321,30.4,25.8,8.299999999999999,-0.7901980523120358,2611.0,1,5547.0,335.0,347.0,349,347,59.17,0.58,-0.57
Centrum-Zuidoost,Delft,BU05031108,765.0,13685.0,3.0,2064.6913580246915,890.8043843398517,43.49999999999999,35.20000000000001,19.399999999999995,-3.514243418691056,2611.0,1,4289.999999999999,430.0,442.0,448,456,83.4,1.36,1.79
Bedrijventerrein Haagweg,Delft,BU05031200,185.0,1963.0,9.0,3056.1728395061727,1015.9467818635412,43.49999999999999,38.14949803557919,19.399999999999995,-20.8276283015648,2612.0,1,1792.0,293.0,300.0,297,295,122.24,-1.0,-0.67
Indische Buurt-Noord,Delft,BU05031201,430.0,5572.0,69.0,1752.716049382716,611.516014027267,27.8,23.4,3.1000000000000014,-0.2469135802469146,2612.0,1,1734.0,257.0,270.0,276,283,83.67,2.22,2.54
